,playlist,name,followers,num_songs,av_song_pop,pct_explicit,avg_dur,av_artist_followers,pop_pct,rap_pct,rock_pct,popular_artist_pct,log_followers,log_artist_follow
1472,37i9dQZF1DWWfysDOTP12D,Poetry: In Their Own Voices,39259.0,82,10.353658536585366,0.0,126969.86585365854,1234.1951219512196,0.0,0.0,0.0,0.0,10.57793599628853,7.11817431348183
1473,37i9dQZF1DX1pKjqvkDHkD,Margaret Walker,18866.0,52,1.2115384615384615,0.0,182716.32692307694,110.0,0.0,0.0,0.0,0.0,9.845116639209799,4.700480365792417
1474,37i9dQZF1DX5nERjWj1zmg,Women's Lit,23.0,38,6.7368421052631575,0.0,1493688.2631578948,388.86842105263156,0.0,0.0,0.0,0.0,3.1354942159291497,5.963241037177248
1475,37i9dQZF1DXarnQHzqoamS,Guest List: MC Lars,58103.0,29,19.17241379310345,0.4827586206896552,224108.3103448276,213181.89655172414,0.3103448275862069,0.1724137931034483,0.034482758620689655,0.06896551724137931,10.969972576618833,12.269901054684107
1476,2WYBNBMHWeCrNUDXCEXgQR,Hazy Vibes,0.0,50,30.82,0.0,386433.7,3091.02,0.0,0.0,0.0,0.0,0.0,8.036256412509113
1477,37i9dQZF1DWVMdJ6HSmTWs,Mythologies,6184.0,88,9.170454545454545,0.0,770641.9204545454,5235.579545454545,0.0,0.0,0.07954545454545454,0.0,8.729720590267258,8.563232823090187
1478,37i9dQZF1DXcYHsRTcIw5a,Rocksteady,2718.0,32,22.40625,0.0,180311.34375,5312.6875,0.0,0.0,0.96875,0.0,7.907651594711089,8.577853106727497
1479,37i9dQZF1DX7nt6DdNdydo,Jump Blues,1669.0,25,22.72,0.0,157742.84,7613.16,0.08,0.0,0.28,0.0,7.419979923661835,8.937633607767356
1480,37i9dQZF1DXb6LkIGouseT,Dreamcatcher,79758.0,29,47.724137931034484,0.0,254265.0,3054.5172413793102,0.0,0.0,0.0,0.0,11.286752329095654,8.024376836657067
1481,37i9dQZF1DX0ES2mnOVvai,Tropical Nights,215.0,12,55.083333333333336,0.0,204526.75,847.0,0.0,0.0,0.0,0.0,5.3706380281276624,6.741700694652055
1482,37i9dQZF1DWUKPeBypcpcP,Nature Noise,146.0,24,51.041666666666664,0.0,214017.25,4104.041666666667,0.0,0.0,0.0,0.0,4.983606621708336,8.319727539495624
1483,37i9dQZF1DX1tuUiirhaT3,Meditate to Sounds of Nature,3420.0,64,44.75,0.0,302099.578125,2723.296875,0.0,0.0,0.0,0.0,8.13739583005665,7.909598511703426
1484,37i9dQZF1DX9NmDLwNQnXE,A Sudden Rainstorm,18429.0,72,51.44444444444444,0.0,205987.13888888888,3127.0138888888887,0.0,0.0,0.0,0.027777777777777776,9.821680789832037,8.047833799049796
1485,37i9dQZF1DX2mFmJUZg4Mp,Gentle Rains,668794.0,96,56.75,0.0,224830.92708333334,3800.4375,0.0,0.0,0.0,0.010416666666666666,13.41323136942052,8.242871470666293
1486,37i9dQZF1DWXzR2GKEiHgT,The Sleep Machine: Waterscapes,120262.0,49,56.10204081632653,0.0,209470.24489795917,782.0408163265306,0.0,0.0,0.0,0.0,11.6974279750889,6.66190693397417
1487,37i9dQZF1DX4aYNO8X5RpR,Nightstorms,217.0,33,51.696969696969695,0.0,659729.5151515151,26152.303030303032,0.0,0.0,0.0,0.0,5.37989735354046,10.171692535607603
1488,6YMK6nqc1jS11fGraCU1o2,Spring Garden,88.0,21,14.666666666666666,0.0,362572.71428571426,19148.0,0.0,0.0,0.0,0.0,4.477336814478207,9.8599535505124
1489,37i9dQZF1DX9if5QDLdzCa,Ocean Escapes,0.0,89,46.0,0.0,619443.4719101123,4560.438202247191,0.0,0.0,0.0,0.0,0.0,8.425173994875445
1490,37i9dQZF1DX7Mv4BQ3Z4nC,This is: The Yule Log,116534.0,32,17.96875,0.0,928395.71875,32403.5,0.0,0.0,0.0,0.0,11.665938354902842,10.386021720637531
1491,4XEyHRekQ1i4bCj840V2P0,Sounds of Home | Noise Therapy,224364.0,79,39.9873417721519,0.0,378991.7088607595,1492.607594936709,0.0,0.0,0.0,0.0,12.321025011953274,7.308279933078223
1492,37i9dQZF1DWZhzMp90Opmn,Pink Noise,26610.0,5,47.8,0.0,197693.6,21.2,0.0,0.0,0.0,0.0,10.189042363971735,3.054001181677967
1493,37i9dQZF1DWUZ5bk6qqDSy,White Noise,161.0,100,43.4,0.0,178909.6,38.62,0.0,0.0,0.0,0.0,5.081404364984463,3.653770277000368
1494,1Htq6RhM8B9MgMXdwqgPxW,Fresh Jazz | The New Vanguard,1409.0,45,17.22222222222222,0.0,340904.22222222225,12344.666666666666,0.0,0.0,0.022222222222222223,0.0,7.25063551189868,9.420979399929651
1495,37i9dQZF1DX1wdZM1FEz79,Evening K-Acoustics,63269.0,100,40.35,0.0,218592.82,48426.52,0.76,0.0,0.01,0.01,11.055150756737062,10.787802876528064
1496,37i9dQZF1DX6Cy4Vr7Hu2y,Women of K-Pop,35998.0,53,44.056603773584904,0.0,214961.5849056604,142628.2641509434,0.7547169811320755,0.0,0.0,0.03773584905660377,10.491218660339424,11.867996973149246
1497,37i9dQZF1DWTTHy0vndijk,Bubblegum K-Pop,19596.0,63,44.73015873015873,0.0,205617.5873015873,161544.84126984127,0.8888888888888888,0.0,0.0,0.0,9.883080742758466,11.992538038027472
1498,37i9dQZF1DX1lU51fgoMhF,Autumn K-Pop,31414.0,57,40.73684210526316,0.0,230618.0350877193,51135.70175438596,0.7368421052631579,0.0,0.0,0.0,10.355008932402978,10.842238196708788
1499,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,249561.0,50,55.46,0.0,216007.54,1071362.58,0.96,0.0,0.0,0.82,12.427458653269106,13.88444183555436
1500,37i9dQZF1DX2ohL85TE8TI,Korean OSTs,100316.0,79,51.21518987341772,0.0,220222.07594936708,28936.589743589742,0.5949367088607594,0.0,0.0,0.0,11.51608048266353,10.272862154388779
1501,37i9dQZF1DX8eqay1FtdMm,K-Power Vocals,31243.0,57,41.280701754385966,0.0,239213.2105263158,60945.87719298246,0.7894736842105263,0.0,0.0,0.017543859649122806,10.3495506300728,11.01774149017665
1502,37i9dQZF1DWVw3oyaj4jsN,This Is: BIGBANG,6453.0,34,31.88235294117647,0.0,218640.88235294117,702140.2352941176,1.0,0.0,0.0,0.0,8.77230041793584,13.461888428433738
1503,37i9dQZF1DX71SU2C3nX8z,K-Ballads: Fall for Autumn,76169.0,100,39.48,0.0,244131.18,26573.9,0.63,0.0,0.0,0.0,11.240709834752362,10.18768481006748
1504,0oZ83mcGTPudiMfpZmQcH7,Footwork Fever,33756.0,50,11.2,0.2,222473.24,1969.02,0.0,0.0,0.0,0.0,10.426913458277857,7.585291236027864
1505,37i9dQZF1DWYoYGBbGKurt,Chill Instrumental Beats,412.0,50,38.92,0.02,134431.98,9294.74,0.0,0.0,0.0,0.0,6.021023349349527,9.137203927736348
1506,37i9dQZF1DX4jsulumEbDn,This Is: LCD Soundsystem,32885.0,23,51.47826086956522,0.08695652173913043,388640.0,433833.0,1.0,0.0,0.0,0.0,10.400771905735452,12.980414946404133
1507,7CHrwiytyubNpnaZqyyUkb,Beer 'n Burgers,38510.0,21,22.38095238095238,0.0,167829.47619047618,16607.285714285714,0.09523809523809523,0.0,0.6666666666666666,0.0,10.558673226808954,9.717596776507829
1508,37i9dQZF1DX0ZFVMeJPr1Z,Svenska sommarklassiker,1451.0,50,29.38,0.0,225967.24,47899.28,0.88,0.0,0.0,0.0,7.280008252884188,10.776855751970794
1509,2PMlGn5a2jxukdhCYQyQvG,Inget ÌÄå_r stÌÄå¦rre ÌÄå_n KÌÄåãRLEKEN,21890.0,23,25.130434782608695,0.0,230687.34782608695,57212.391304347824,0.8695652173913043,0.0,0.0,0.0,9.993785190516908,10.954525785101632
1510,2CTBt2glXb1wEzUa6wCbWU,HÌÄå´kan HellstrÌÄå¦m,4898.0,10,38.1,0.0,240303.5,191336.0,1.0,0.0,0.0,0.0,8.496582237512113,12.161786323818701
1511,37i9dQZF1DX7FW3TjTduV4,This Is: Dirty Projectors,54569.0,20,14.4,0.05,230116.0,125154.0,1.0,0.0,0.0,0.0,10.907221234925327,11.737300257995182
1512,6llXb59kkj2STIMBcDobJT,101_FTB,542.0,37,9.64864864864865,0.0,205387.05405405405,28149.972972972973,0.0,0.0,0.5675675675675675,0.0,6.295266001439646,10.245301673459844
