,playlist,name,followers,num_songs,av_song_pop,pct_explicit,avg_dur,av_artist_followers,pop_pct,rap_pct,rock_pct,hip_hop_pct,country_pct,metal_pct,indie_folk_pct,rnb_pct,edm_pct,classical_pct,jazz_pct,popular_artist_pct,top_3_artist_av_pop,top_artist_pop,top_3_song_avg_pop,top_song_pop,top_3_artist_followers,top_artist_followers,percent_international,diff_song_pop,diff_artist_pop,top_or_not,this_or_not,number_or_not,Demi Lovato,Lil Wayne,BeyoncÌÄå©,Selena Gomez,SZA,Marshmello,Coldplay,Kanye West,Kygo,Dua Lipa,XXXTENTACION,Sia,Camila Cabello,Migos,Gucci Mane,Imagine Dragons,Rihanna,Travis Scott,Maroon 5,Taylor Swift,The Weeknd,Ty Dolla $ign,Nicki Minaj,Daddy Yankee,Young Thug,Lil Uzi Vert,Kendrick Lamar,Eminem,Chris Brown,Future,Justin Bieber,J Balvin,Sam Smith,21 Savage,Ozuna,Bad Bunny,Khalid,Ed Sheeran,Drake,Post Malone,pct_w_genre,Demi Lovato*pop_pct,Demi Lovato*rap_pct,Demi Lovato*rock_pct,Demi Lovato*hip_hop_pct,Demi Lovato*country_pct,Demi Lovato*metal_pct,Demi Lovato*indie_folk_pct,Demi Lovato*rnb_pct,Demi Lovato*edm_pct,Demi Lovato*classical_pct,Demi Lovato*jazz_pct,Lil Wayne*pop_pct,Lil Wayne*rap_pct,Lil Wayne*rock_pct,Lil Wayne*hip_hop_pct,Lil Wayne*country_pct,Lil Wayne*metal_pct,Lil Wayne*indie_folk_pct,Lil Wayne*rnb_pct,Lil Wayne*edm_pct,Lil Wayne*classical_pct,Lil Wayne*jazz_pct,BeyoncÌÄå©*pop_pct,BeyoncÌÄå©*rap_pct,BeyoncÌÄå©*rock_pct,BeyoncÌÄå©*hip_hop_pct,BeyoncÌÄå©*country_pct,BeyoncÌÄå©*metal_pct,BeyoncÌÄå©*indie_folk_pct,BeyoncÌÄå©*rnb_pct,BeyoncÌÄå©*edm_pct,BeyoncÌÄå©*classical_pct,BeyoncÌÄå©*jazz_pct,Selena Gomez*pop_pct,Selena Gomez*rap_pct,Selena Gomez*rock_pct,Selena Gomez*hip_hop_pct,Selena Gomez*country_pct,Selena Gomez*metal_pct,Selena Gomez*indie_folk_pct,Selena Gomez*rnb_pct,Selena Gomez*edm_pct,Selena Gomez*classical_pct,Selena Gomez*jazz_pct,SZA*pop_pct,SZA*rap_pct,SZA*rock_pct,SZA*hip_hop_pct,SZA*country_pct,SZA*metal_pct,SZA*indie_folk_pct,SZA*rnb_pct,SZA*edm_pct,SZA*classical_pct,SZA*jazz_pct,Marshmello*pop_pct,Marshmello*rap_pct,Marshmello*rock_pct,Marshmello*hip_hop_pct,Marshmello*country_pct,Marshmello*metal_pct,Marshmello*indie_folk_pct,Marshmello*rnb_pct,Marshmello*edm_pct,Marshmello*classical_pct,Marshmello*jazz_pct,Coldplay*pop_pct,Coldplay*rap_pct,Coldplay*rock_pct,Coldplay*hip_hop_pct,Coldplay*country_pct,Coldplay*metal_pct,Coldplay*indie_folk_pct,Coldplay*rnb_pct,Coldplay*edm_pct,Coldplay*classical_pct,Coldplay*jazz_pct,Kanye West*pop_pct,Kanye West*rap_pct,Kanye West*rock_pct,Kanye West*hip_hop_pct,Kanye West*country_pct,Kanye West*metal_pct,Kanye West*indie_folk_pct,Kanye West*rnb_pct,Kanye West*edm_pct,Kanye West*classical_pct,Kanye West*jazz_pct,Kygo*pop_pct,Kygo*rap_pct,Kygo*rock_pct,Kygo*hip_hop_pct,Kygo*country_pct,Kygo*metal_pct,Kygo*indie_folk_pct,Kygo*rnb_pct,Kygo*edm_pct,Kygo*classical_pct,Kygo*jazz_pct,Dua Lipa*pop_pct,Dua Lipa*rap_pct,Dua Lipa*rock_pct,Dua Lipa*hip_hop_pct,Dua Lipa*country_pct,Dua Lipa*metal_pct,Dua Lipa*indie_folk_pct,Dua Lipa*rnb_pct,Dua Lipa*edm_pct,Dua Lipa*classical_pct,Dua Lipa*jazz_pct,XXXTENTACION*pop_pct,XXXTENTACION*rap_pct,XXXTENTACION*rock_pct,XXXTENTACION*hip_hop_pct,XXXTENTACION*country_pct,XXXTENTACION*metal_pct,XXXTENTACION*indie_folk_pct,XXXTENTACION*rnb_pct,XXXTENTACION*edm_pct,XXXTENTACION*classical_pct,XXXTENTACION*jazz_pct,Sia*pop_pct,Sia*rap_pct,Sia*rock_pct,Sia*hip_hop_pct,Sia*country_pct,Sia*metal_pct,Sia*indie_folk_pct,Sia*rnb_pct,Sia*edm_pct,Sia*classical_pct,Sia*jazz_pct,Camila Cabello*pop_pct,Camila Cabello*rap_pct,Camila Cabello*rock_pct,Camila Cabello*hip_hop_pct,Camila Cabello*country_pct,Camila Cabello*metal_pct,Camila Cabello*indie_folk_pct,Camila Cabello*rnb_pct,Camila Cabello*edm_pct,Camila Cabello*classical_pct,Camila Cabello*jazz_pct,Migos*pop_pct,Migos*rap_pct,Migos*rock_pct,Migos*hip_hop_pct,Migos*country_pct,Migos*metal_pct,Migos*indie_folk_pct,Migos*rnb_pct,Migos*edm_pct,Migos*classical_pct,Migos*jazz_pct,Gucci Mane*pop_pct,Gucci Mane*rap_pct,Gucci Mane*rock_pct,Gucci Mane*hip_hop_pct,Gucci Mane*country_pct,Gucci Mane*metal_pct,Gucci Mane*indie_folk_pct,Gucci Mane*rnb_pct,Gucci Mane*edm_pct,Gucci Mane*classical_pct,Gucci Mane*jazz_pct,Imagine Dragons*pop_pct,Imagine Dragons*rap_pct,Imagine Dragons*rock_pct,Imagine Dragons*hip_hop_pct,Imagine Dragons*country_pct,Imagine Dragons*metal_pct,Imagine Dragons*indie_folk_pct,Imagine Dragons*rnb_pct,Imagine Dragons*edm_pct,Imagine Dragons*classical_pct,Imagine Dragons*jazz_pct,Rihanna*pop_pct,Rihanna*rap_pct,Rihanna*rock_pct,Rihanna*hip_hop_pct,Rihanna*country_pct,Rihanna*metal_pct,Rihanna*indie_folk_pct,Rihanna*rnb_pct,Rihanna*edm_pct,Rihanna*classical_pct,Rihanna*jazz_pct,Travis Scott*pop_pct,Travis Scott*rap_pct,Travis Scott*rock_pct,Travis Scott*hip_hop_pct,Travis Scott*country_pct,Travis Scott*metal_pct,Travis Scott*indie_folk_pct,Travis Scott*rnb_pct,Travis Scott*edm_pct,Travis Scott*classical_pct,Travis Scott*jazz_pct,Maroon 5*pop_pct,Maroon 5*rap_pct,Maroon 5*rock_pct,Maroon 5*hip_hop_pct,Maroon 5*country_pct,Maroon 5*metal_pct,Maroon 5*indie_folk_pct,Maroon 5*rnb_pct,Maroon 5*edm_pct,Maroon 5*classical_pct,Maroon 5*jazz_pct,Taylor Swift*pop_pct,Taylor Swift*rap_pct,Taylor Swift*rock_pct,Taylor Swift*hip_hop_pct,Taylor Swift*country_pct,Taylor Swift*metal_pct,Taylor Swift*indie_folk_pct,Taylor Swift*rnb_pct,Taylor Swift*edm_pct,Taylor Swift*classical_pct,Taylor Swift*jazz_pct,The Weeknd*pop_pct,The Weeknd*rap_pct,The Weeknd*rock_pct,The Weeknd*hip_hop_pct,The Weeknd*country_pct,The Weeknd*metal_pct,The Weeknd*indie_folk_pct,The Weeknd*rnb_pct,The Weeknd*edm_pct,The Weeknd*classical_pct,The Weeknd*jazz_pct,Ty Dolla $ign*pop_pct,Ty Dolla $ign*rap_pct,Ty Dolla $ign*rock_pct,Ty Dolla $ign*hip_hop_pct,Ty Dolla $ign*country_pct,Ty Dolla $ign*metal_pct,Ty Dolla $ign*indie_folk_pct,Ty Dolla $ign*rnb_pct,Ty Dolla $ign*edm_pct,Ty Dolla $ign*classical_pct,Ty Dolla $ign*jazz_pct,Nicki Minaj*pop_pct,Nicki Minaj*rap_pct,Nicki Minaj*rock_pct,Nicki Minaj*hip_hop_pct,Nicki Minaj*country_pct,Nicki Minaj*metal_pct,Nicki Minaj*indie_folk_pct,Nicki Minaj*rnb_pct,Nicki Minaj*edm_pct,Nicki Minaj*classical_pct,Nicki Minaj*jazz_pct,Daddy Yankee*pop_pct,Daddy Yankee*rap_pct,Daddy Yankee*rock_pct,Daddy Yankee*hip_hop_pct,Daddy Yankee*country_pct,Daddy Yankee*metal_pct,Daddy Yankee*indie_folk_pct,Daddy Yankee*rnb_pct,Daddy Yankee*edm_pct,Daddy Yankee*classical_pct,Daddy Yankee*jazz_pct,Young Thug*pop_pct,Young Thug*rap_pct,Young Thug*rock_pct,Young Thug*hip_hop_pct,Young Thug*country_pct,Young Thug*metal_pct,Young Thug*indie_folk_pct,Young Thug*rnb_pct,Young Thug*edm_pct,Young Thug*classical_pct,Young Thug*jazz_pct,Lil Uzi Vert*pop_pct,Lil Uzi Vert*rap_pct,Lil Uzi Vert*rock_pct,Lil Uzi Vert*hip_hop_pct,Lil Uzi Vert*country_pct,Lil Uzi Vert*metal_pct,Lil Uzi Vert*indie_folk_pct,Lil Uzi Vert*rnb_pct,Lil Uzi Vert*edm_pct,Lil Uzi Vert*classical_pct,Lil Uzi Vert*jazz_pct,Kendrick Lamar*pop_pct,Kendrick Lamar*rap_pct,Kendrick Lamar*rock_pct,Kendrick Lamar*hip_hop_pct,Kendrick Lamar*country_pct,Kendrick Lamar*metal_pct,Kendrick Lamar*indie_folk_pct,Kendrick Lamar*rnb_pct,Kendrick Lamar*edm_pct,Kendrick Lamar*classical_pct,Kendrick Lamar*jazz_pct,Eminem*pop_pct,Eminem*rap_pct,Eminem*rock_pct,Eminem*hip_hop_pct,Eminem*country_pct,Eminem*metal_pct,Eminem*indie_folk_pct,Eminem*rnb_pct,Eminem*edm_pct,Eminem*classical_pct,Eminem*jazz_pct,Chris Brown*pop_pct,Chris Brown*rap_pct,Chris Brown*rock_pct,Chris Brown*hip_hop_pct,Chris Brown*country_pct,Chris Brown*metal_pct,Chris Brown*indie_folk_pct,Chris Brown*rnb_pct,Chris Brown*edm_pct,Chris Brown*classical_pct,Chris Brown*jazz_pct,Future*pop_pct,Future*rap_pct,Future*rock_pct,Future*hip_hop_pct,Future*country_pct,Future*metal_pct,Future*indie_folk_pct,Future*rnb_pct,Future*edm_pct,Future*classical_pct,Future*jazz_pct,Justin Bieber*pop_pct,Justin Bieber*rap_pct,Justin Bieber*rock_pct,Justin Bieber*hip_hop_pct,Justin Bieber*country_pct,Justin Bieber*metal_pct,Justin Bieber*indie_folk_pct,Justin Bieber*rnb_pct,Justin Bieber*edm_pct,Justin Bieber*classical_pct,Justin Bieber*jazz_pct,J Balvin*pop_pct,J Balvin*rap_pct,J Balvin*rock_pct,J Balvin*hip_hop_pct,J Balvin*country_pct,J Balvin*metal_pct,J Balvin*indie_folk_pct,J Balvin*rnb_pct,J Balvin*edm_pct,J Balvin*classical_pct,J Balvin*jazz_pct,Sam Smith*pop_pct,Sam Smith*rap_pct,Sam Smith*rock_pct,Sam Smith*hip_hop_pct,Sam Smith*country_pct,Sam Smith*metal_pct,Sam Smith*indie_folk_pct,Sam Smith*rnb_pct,Sam Smith*edm_pct,Sam Smith*classical_pct,Sam Smith*jazz_pct,21 Savage*pop_pct,21 Savage*rap_pct,21 Savage*rock_pct,21 Savage*hip_hop_pct,21 Savage*country_pct,21 Savage*metal_pct,21 Savage*indie_folk_pct,21 Savage*rnb_pct,21 Savage*edm_pct,21 Savage*classical_pct,21 Savage*jazz_pct,Ozuna*pop_pct,Ozuna*rap_pct,Ozuna*rock_pct,Ozuna*hip_hop_pct,Ozuna*country_pct,Ozuna*metal_pct,Ozuna*indie_folk_pct,Ozuna*rnb_pct,Ozuna*edm_pct,Ozuna*classical_pct,Ozuna*jazz_pct,Bad Bunny*pop_pct,Bad Bunny*rap_pct,Bad Bunny*rock_pct,Bad Bunny*hip_hop_pct,Bad Bunny*country_pct,Bad Bunny*metal_pct,Bad Bunny*indie_folk_pct,Bad Bunny*rnb_pct,Bad Bunny*edm_pct,Bad Bunny*classical_pct,Bad Bunny*jazz_pct,Khalid*pop_pct,Khalid*rap_pct,Khalid*rock_pct,Khalid*hip_hop_pct,Khalid*country_pct,Khalid*metal_pct,Khalid*indie_folk_pct,Khalid*rnb_pct,Khalid*edm_pct,Khalid*classical_pct,Khalid*jazz_pct,Ed Sheeran*pop_pct,Ed Sheeran*rap_pct,Ed Sheeran*rock_pct,Ed Sheeran*hip_hop_pct,Ed Sheeran*country_pct,Ed Sheeran*metal_pct,Ed Sheeran*indie_folk_pct,Ed Sheeran*rnb_pct,Ed Sheeran*edm_pct,Ed Sheeran*classical_pct,Ed Sheeran*jazz_pct,Drake*pop_pct,Drake*rap_pct,Drake*rock_pct,Drake*hip_hop_pct,Drake*country_pct,Drake*metal_pct,Drake*indie_folk_pct,Drake*rnb_pct,Drake*edm_pct,Drake*classical_pct,Drake*jazz_pct,Post Malone*pop_pct,Post Malone*rap_pct,Post Malone*rock_pct,Post Malone*hip_hop_pct,Post Malone*country_pct,Post Malone*metal_pct,Post Malone*indie_folk_pct,Post Malone*rnb_pct,Post Malone*edm_pct,Post Malone*classical_pct,Post Malone*jazz_pct
0,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1.4883314542877881,-0.09515509390018223,2.7671253710224106,1.3296726503799656,-0.35210636609514856,0.9405416192213951,0.9994231139597061,0.8893176534450561,-1.0144786926384437,0.16477074649268295,-0.34679649145072283,-0.33013944369833975,-0.5938043565984185,-0.3372539738689198,1.2858233065918174,-0.257063437297172,-0.333394750758551,2.2309501360880533,1.4513846898204517,1.2761969444930412,2.023580430085207,1.8247550714542051,0.9384670338409653,0.8956081255193411,0.5108463269243309,-0.47387195360895606,-1.2300926606012779,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.36,0.0,0.12,0.0,0.0,0.08,0.02,0.22,0.0,0.0
3,37i9dQZF1DX3LyU0mhfqgP,Out Now,0.8640172762022829,0.10409052111988902,2.094954367919202,0.4935354660030049,-0.3565162787455372,0.5983302976285874,0.596918546257346,-0.2508600106845735,-0.9640744436597984,-0.34711810242213714,-0.34679649145072283,-0.33013944369833975,-0.0781849471901044,0.08549356243250797,1.1407286607296592,-0.257063437297172,-0.333394750758551,0.9867797552435705,1.1518324236537316,1.0699315900272655,1.9445640411014125,1.8247550714542051,0.6633099985733856,0.6399651809673534,0.1813136669155082,-0.530336334204895,0.029130880702353847,0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454545454545455,0.6545454545454545,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.0,0.0,0.23636363636363636,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545454545454545,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.0,0.0,0.23636363636363636,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545454545454545,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.0,0.0,0.23636363636363636,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545454545454545,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.0,0.0,0.23636363636363636,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545454545454545,0.07272727272727272,0.01818181818181818,0.01818181818181818,0.0,0.0,0.23636363636363636,0.09090909090909091,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,37i9dQZF1DX7Axsg3uaDZb,Top Tracks of 2016 - USA,-0.17166611929759867,1.8973010563005304,1.9310703812435,1.9111243705501506,-0.29129234466129417,1.124280293585132,1.3868337603732275,1.2465252127768072,-0.8204223340706593,0.8183431160892837,-0.34679649145072283,-0.33013944369833975,-0.5938043565984185,-0.09878100467324265,1.06818133779858,-0.257063437297172,-0.333394750758551,2.0443245789613806,1.4052997257948021,1.2761969444930412,1.2531706374932141,1.1746256252565346,1.0145339079362519,0.9246983799232646,-0.6384992921308319,0.9377375612895185,-0.5787701392373304,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0,0.94,0.45,0.07,0.25,0.0,0.0,0.08,0.06,0.19,0.0,0.0
